IsPost,LexFound,postId,cId,nId,MsgUniSeg,NewHSWordInSentence,IsCOVID19,IsHS,IsHSL,IsDangerous,Remarks,PostURL,CommentURL,CovFound,date,time,ProfileUrl
TRUE,,20200709_0018,0,0,သေဆုံး သွား တဲ့ တက္ကသိုလ် ကျောင်းသား ကို ခက်ခက်ခဲခဲ သယ် ထုတ် လာ ခဲ့ ရ ဇူလိုင် - ၁၀ ၊ ၂၀၂၀ ဇွဲ က ပင် တောင် မှာ ဒီ ကနေ့ ပျောက်ဆုံး နေ တဲ့ တက္ကသိုလ် ကျောင်းသား ကို ဇွဲ က ပင် တောင် ရဲ့ အောက်ခြေ လောက် မှာ သေဆုံး လျှက် ပြန်လည် တွေ့ ရှိ ခဲ့ တာ ဖြစ်ပါတယ် ။ တောင်ခြေ တစ် နေရာ မှာ တွေ့ ရှိ ခဲ့ တာ ဖြစ်ပြီး ရုပ် အလောင်း ကို တော့ မီးသတ် တပ်ဖွဲ့ နဲ့ ကယ်ဆယ် ရေး အဖွဲ့ တွေ က ခက်ခက်ခဲခဲ သယ် ထုတ် လာ ခဲ့ ရတာ ပါ ။ တောင် အောက်ခြေ ကို ရောက်လာ ခဲ့ ချိန် မှာ တော့ မိုးချုပ် နေ ပြီ လည်း ဖြစ်ပါတယ် ။ ဘား အံ တက္ကသိုလ် ကျောင်းသား တစ်ဦး ဒီ ကနေ့ နေ့လယ် ပိုင်း က ဇွဲ က ပင် တောင် ပေါ်တက် သွား ပြီး နောက် ပျောက်ဆုံး နေ ခဲ့ တာ ပါ ။ ဒါကြောင့် မီးသတ် နဲ့ ရှာဖွေ ကယ်ဆယ် ရေး အဖွဲ့ တွေ က ဇွဲ က ပင် တောင် မှာ ရှာဖွေ ကယ်ဆယ် ရေး လုပ် ခဲ့ ရ ပါ တယ် ။ အဲဒီ ကျောင်းသား ဟာ ဇွဲ က ပင် တောင် ပေါ် ကို မ တက် ခင် သူ့ ဆိုင် ကယ် ၊ ဖုန်း နဲ့ ပစ္စည်း တွေ နဲ့ ထားခဲ့ ကာမိ ဘ တွေ ဆီ ကို လည်း စာ တစ် စောင် ရေးထား ခဲ့ တယ် လို့ သိရ ပါ တယ် ။ ပြီး ခဲ့ တဲ့ ဇွန်လ ကုန် ပိုင်း က လည်း တက္ကသိုလ် ကျောင်းသူ တစ်ဦး ဇွဲ က ပင် တောင် မှာ သေဆုံး ခဲ့ တဲ့ ဖြစ်ရပ် ဖြစ် ခဲ့ ပါ သေး တယ် ။,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,,,2020-07-10,21:51:56,facebook.com/1018416014896767
FALSE,ခွေးသား,20200709_0018,16,0,သေကြကွာထပ်ခုန်ချကြဦးအားပေးတယ်ဟေ့ခွေးသားတွေခွေးလောက်တောင်အသိညာဏ်မရှီဘူးသေချင်ရင်သူများကိုဒုခမပေးနဲ့အေးဆေးသေ,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,https://www.facebook.com/4066357513435920?comment_id=4066387316766273,,2020-07-10,15:31:15,https://www.facebook.com/profile.php?id=100043022021108
FALSE,ခွေးသား,20200709_0018,20,0,ဘာလိုဆယ်နေလဲသေတာတောင်ကျန်းတဲလူဒုက်ခပေးနေတယ်ငါလိုမခွေးသား,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,https://www.facebook.com/4066357513435920?comment_id=4066389320099406,,2020-07-10,15:32:00,https://www.facebook.com/profile.php?id=100041031798731
FALSE,ငလူး,20200709_0018,1083,0,ငလူးနဲ့သေတာတောင်ရိုးရိုးမသေဘူးသူများဒုက္ခပေးတဲ့အကောင် မည်သူမှမရည်ရွယ်ပါ ဆဲလျင်ပြန်ဆဲမည် မင်းကိုကူညီတဲ့သူတွေက လူတွေကွ မင်းကိုယ့်ကိုကိုယ်သတ်သေတာအရေးမကြီး မင်းရဲ့ DB ကို ခဲရာခဲဆစ် ပြန်သယ်ရတဲ့လူတွေကို အားနာ ဇွဲကပင်က ဘာသာ သာသနာထွန်းကားတဲ့နေရာ Sucside လုပ်တဲ့နေရာမဟုတ်ဘူး ဖတ်မပြောကောင်းပြောကောင်း Sucside လုပ်ချင်တဲ့သူများ ကိုယ့်ကြောင့်တခြား လူဒုက္ခများအောင်မလုပ်ပါနဲ့ သတ္တဝါအားလုံးဘေးအန္တရာယ်ကင်းဝေးပါစေ,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,https://www.facebook.com/4066357513435920?comment_id=1171206853264462,,2020-07-11,14:52:43,https://www.facebook.com/profile.php?id=100025138970241
FALSE,ဖင်ယား,20200709_0018,1083,1,Pyae Phyo Mg  မင်းကိုယ်တိုင် ကြုံလာမှ မင်း ကိုယ်ချင်းစာလာတတ်လိမ့်မယ် ဖင်ယားမနေနက်,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,https://www.facebook.com/4066357513435920?reply_comment_id=1171314003253747,,2020-07-11,17:43:56,https://www.facebook.com/profile.php?id=100013479426379
FALSE,ဖင်ယား,20200709_0018,1127,1,Khin Soe Kyi ..သူဟာသူ ဖင်ယားတာ လိမို့လို့ တောင် ပိတ်ရမှာလား..,,,,,,,https://www.facebook.com/7DayOnlineTV/posts/4066357513435920,https://www.facebook.com/4066357513435920?reply_comment_id=565688267647187,,2020-07-11,16:28:34,https://www.facebook.com/profile.php?id=100045599730858
TRUE,,20200709_0022,0,0,မဲ အရေအတွက် ပုံနှိပ် မှု ကို ရွေးကောက်ပွဲ စောင့် ကြည့် လေ့လာသူ များ အား လေ့လာ ခွင့် မ ပြု ခြင်း သည် ရွေးကောက်ပွဲ ရလဒ် အငြင်းပွား နိုင်သည် ဟု ဆို ================================ တင် တင် အေး နေပြည်တော် ဇူလိုင် ၁၁ ================ လက်ရှိ ရွေးကောက်ပွဲ ကော်မရှင် က သတ်မှတ် လိုက် သော ရွေးကောက်ပွဲ စည်းမျဉ်း စည်းကမ်း များ ထဲ တွင် မဲ အရေအတွက် ပုံနှိပ် မှု အခြေအနေ ကို ရွေးကောက်ပွဲ စောင့် ကြည့် သူများ ကိုယ်တိုင် လေ့လာ ခွင့် မ ပြု တော့ ဟု ပါရှိ ကြောင်း ပြည် သူ့ ပါတီ ဥက္ကဋ္ဌ ဦး ကိုကို ကြီး က ယခု လ ၈ ရက် က ပြောသည် ။ ဦး ကိုကို ကြီး က '' ထူးခြား တာ ကဘာ လဲဆို တော့ ရွေးကောက်ပွဲ ဆိုင်ရာ ဥပဒေ ၊ နည်းဥပဒေ ၊ အမိန့် ၊ ညွှန်ကြားချက် များ ကို ရွေးကောက်ပွဲ စောင့် ကြည့် လေ့လာသူ များ အနေ နဲ့ လေ့လာ စောင့် ကြည့် နိုင် တဲ့ နယ်ပယ် အဖြစ် နဲ့ ယခင်က သတ်မှတ် ထား တာ အခု ညွှန်ကြားချက် မှာ ပါ မ လာ ပါ ဘူး ။ နောက်တစ်ခု ကတော့ မဲ လက်မှတ် ရိုက်နှိပ် ခြင်း ကို အရင် တုန်း ကရွေး ကောက် ပွဲ စောင့် ကြည့် လေ့လာသူ များ ကိုယ်တိုင် လေ့လာ နိုင် တဲ့ နယ်ပယ် အဖြစ် နဲ့ သတ်မှတ် ထား သော်လည်း အခု ညွှန်ကြားချက် မှာ ပါ မ လာ ပါ ဘူး ။ အဲဒါ ဆိုလို တာ ကမဲ ပြား ရိုက်နှိပ် တာ ဘယ်နှ သန်း ရိုက်နှိပ် တယ် ။ ဘယ်လောက် မဲ လက်မှတ် တွေ က အပို ဖြစ် နေ တယ် ဆို တာ တွေ ကို ကျွန်တော်တို့ က စောင့် ကြည့် လေ့လာ နိုင် ဖို့ အတွက် ယခင် သတ်မှတ် ချက် ထဲ မှာ ခွင့်ပြု ထား ပေ မယ့် အခု ပါ မ လာ ပါ ဘူး '' ဟု ဆိုသည် ။ ထို့ပြင် ၄င်း က '' နောက်တစ်ခု ကတော့ ရွေးကောက်ပွဲ အငြင်းပွား မှု တွေ နဲ့ ပတ်သက် လို့ ကန့်ကွက် မှု တွေ ကို စီရင် ဆုံးဖြတ် တာ နဲ့ ပတ်သက် ပြီးတော့ ရွေးကောက်ပွဲ စောင့် ကြည့် လေ့လာသူ များ စောင့် ကြည့် လေ့လာ နိုင် တဲ့ နယ်ပယ် အဖြစ် နဲ့ ယခင်က သတ်မှတ် ထား တာ အခု ပါ မ လာ ပါ ဘူး ။ ဒီဟာ တွေ ကရွေး ကောက် ပွဲရ လဒ် နဲ့ ပတ်သက် လို့ အငြင်းပွား နိုင် တဲ့ အချက် တွေ ဖြစ် နေ ပါ တယ် '' ဟု လည်း ထပ်လောင်း သုံးသပ် ပြောကြား ခဲ့ သည် ။ လက်ရှိ ရွေးကောက်ပွဲ ကော်မရှင် အနေဖြင့် ယခင်က သတ်မှတ် ခဲ့ သော ရွေးကောက်ပွဲ ဆိုင်ရာ ကြေညာချက် များ နှင့် ပတ်သက် ပြီး ပြန်လည် ပြင်ဆင် ခဲ့ ပြီး ယခင် ရွေးကောက်ပွဲ များ တွင် ရွေးကောက်ပွဲ စောင့် ကြည့် သူများ အနေဖြင့် အချက် ၁၃ ချက် ကို ပြုလုပ် ခွင့် ရရှိ ခဲ့ သော်လည်း ယခု ကော်မရှင် လက်ထက် တွင် အချက် ကိုး ချက် သာ ပြုလုပ် ခွင့် ရရှိ တော့ မည် ဖြစ်ကြောင်း (truncated),,,,,,,https://www.facebook.com/uniondaily.net/posts/1624783087691196,,,2020-07-11,17:56:58,facebook.com/139677556201764
FALSE,ဖွတ်ပါတီ,20200709_0022,22,6,Chit Maung ငါပြောတာအရှင်းလေးဖွတ်ပါတီက..ဒုသမတဟောင်း..စိုင်းမောက်ခမ်းကိုမဲပေးရတဲ့မဲရုံမှာဖြစ်ခဲ့တာ...သတင်းတွေမှာဓာတ်ပုံနဲ့အထင်အရှားပါခဲ့တာ..မင်းမသိရင်တော့ကျန်ခဲ့တဲ့၂၀၁၅မဲပေးကာလသတင်းတွေပြန်ဖတ်လိုက်,,,,,,,https://www.facebook.com/uniondaily.net/posts/1624783087691196,https://www.facebook.com/1624783087691196?reply_comment_id=1625664294269742,,2020-07-12,6:25:34,https://www.facebook.com/profile.php?id=100004577557752
TRUE,,20200709_0029,0,0,ဒှေး ကှ ယျ လှ နျ ခွ ငျး ၁၃ နှ ဈ ပွညျ့ နေ့ တှ ငျ မ ငျး သား ကွီး ကြျော ဟိ နျး ( ဦး ကိတ် တိ သာ ရ ) သွ စ တွေး လ နြို ငျ ငံ ၌ ကှ ယျ လှ နျ ReadMore>>>>>https://news-eleven.com/article/182311(Zawgyi) ဒွေး ကွယ်လွန် ခြင်း ၁၃ နှစ် ပြည့် နေ့ တွင် မင်းသားကြီး ကျော် ဟိန်း ( ဦး ကိတ္တိ သာ ရ ) သြ စ တြေး လျ နိုင်ငံ ၌ ကွယ်လွန် ReadMore>>>>>https://news-eleven.com/article/182311,,,,,,,https://www.facebook.com/ElevenMediaGroup/posts/3210667948970806,,,2020-07-11,11:44:18,facebook.com/114803668557265
FALSE,ခွေးဝဲစား~စစ်ခွေး,20200709_0029,3,4,Moe Htet ပြည်ဖျက် အယုတ်တမာ စစ်ခွေးကြိးတွေကို မင်းလို အရိုးကိုက် ခွေးဝဲစားတွေဘဲ ချစ်ကြတာ...,,,,,,,https://www.facebook.com/ElevenMediaGroup/posts/3210667948970806,https://www.facebook.com/3210667948970806?reply_comment_id=3210689305635337,,2020-07-11,5:29:07,https://www.facebook.com/profile.php?id=100044448832921
TRUE,,20200709_0030,0,0,ယနေ့ နိုင်ငံရေး အခြေအနေ မှာ တပ်မတော် ဟာ ပြည် သူ နဲ့ တစ် သား ထဲ ပို ပြီး နီးကပ် စွာ ပါလာ သလို လူထု လူတန်းစား အလွှာ အသီးသီး ကို ထိုးဖောက် လှူဒါန်း လာ တာ တွေ က သမိုင်း မှတ်တိုင် တစ် ခု အဖြစ် မှတ်တမ်းတင် ဂုဏ်ယူ တယ် လို့ မြန်မာနိုင်ငံ သတင်း မီ ဒီ ယာ ကောင်စီ ဥက္ကဋ္ဌ ဦး အုန်း ကြိုင် က ပြောဆို ပါ တယ် ။ #DVBTV# တပ်မတော် # ပြည် သူ # ဦး အုန်း ကြိုင်,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,,,2020-07-10,14:41:53,facebook.com/191574990881009
FALSE,ငလူး,20200709_0030,62,0,ငလူးမ ကိုအုန်းကြိုင် ကလဲအသက်ကြီးမှ ဘောမ နေပြန်ပြီ😝😝😝,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381502515221558,,2020-07-10,8:25:47,https://www.facebook.com/profile.php?id=100039788299044
FALSE,သူပုန်~မွတ်,20200709_0030,312,0,ရဲသွေးနီစောက်ရူးစောက်ပေါတဖက်ပိတ်မင်းတို့ကစောက်ပြစ်ပြောဘို့ဘဲတတ်တယ် လှူတော့လည်းတမျိုး ခုမင်းအမေလင်တွေကောမစားလို့လားခု ၅ နှစ်အတွင်းသိန်း ၅ထောင်ကျော်ချမ်းသားသွားသည့်ကိုစားလှယ်တောင်ရှိတယ် အစိုးရအဖွဲ့ဆိုမပြောနဲ့တော့စောက်အရဲ့ ခုနိုင်ငံတကာကိုဗစ်အတွက်လှူတာတွေကိုတဖက်လှည့်မဲဆွယ်စရိတ်သုံးတော့မယ်အကွက်တွေချပြီးသားငပိန်းရဲ နားမလည်ဘဲမပြောနဲ့ခုအာဏာရှင်စနှသ်နဲ့သွားနေတာဒေါ်စုတယောက်ထဲလုပ်နေတာအဲ့တာအာဏာရှင်ပါ  မင်းတို့ကတပ်မတော်ကပြောင်းလဲလာတော့မကြိုဆိုဘူးအပြစ်ဘဲပြောနေကြ စစ်တိုက်တာလူ့အခွင့်အရေးရှေ့တမ်းတင်နေရင်အားလုံးသေကုန့်မှာပေါဟ စောက်ပေါတွေသောင်းကျန်သူသူပုန်တွေအရပ်သားတွေ ကားသမားတွေကိုပြသ်သတ်တော့ဘယ်ကောင်မှမဟရဲ ဘယ်မီဒီယာမှပဟရဲ ဘယ်ဟရဲမလဲလည်လှီးခံရမှာကိုးဥပဒေမှမရှိတာတပ်မတော်ကြတော့ဝိုင်းဖောင်းထုနေကြတာ အေမင်းတို့အမေဆက်ပေးနိုင်ငံစစ်ဖြသ်မည် မွတ်နိုင်ငံဖြသ်မည့် မင်းသမီး မြေး မြစ်မတွေဘဂ်လီ မယားလေး​ယာက်ထဲပါမည်နားလည်လားအနာဂတ်ကိုကြည့် နော် တပ်မတော်သည်အမျိုးသားနိုင်ငံရေးလုပ်ရမှာသူတာဝန်ခုလည်းတပ်မတော်သည်ဘာ်သူဘာပြောပြောသူ့အလုပ်သူလုပ်နေသည်နားလည်လားကျွန်ဘဝကိုကြိုက်လို့လား မင်းတို့အမေအမလုပ်တတ်လို့နိုင်ငံခြားသားအကြံပေးဌားလုပ်နေတာခုနိုင်ငံဖျက်သလိုဖြသ်နေပြီ,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381709348534208,,2020-07-10,10:39:25,https://www.facebook.com/profile.php?id=100028273420687
FALSE,နီပေါ,20200709_0030,315,28,Htin Aung ဒီမှာ bor စစ်​တပ်​ကမ​ကောင်​းတာ​တေလုပ်​ခဲ့တယ်​ မှန်​တယ်​ ကိုလဲလက်​ခံတယ်​ ​ဒါ​ပေမဲ့​ကောင်​းတာ လုပ်​တာကိုလဲလက်​ခံရမယ်​​လေ မင်​းတို့နီ​ပေါ​တေက ​ကောင်​း​ကောင်းမ​ကောင်​း​ကောင်​း ဖင်​ပိတ်​ပီး ​လော်​​နေတာ,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?reply_comment_id=2564184067179731,,2020-07-11,14:24:46,https://www.facebook.com/profile.php?id=100025264568111
FALSE,သူခိုး,20200709_0030,338,0,သိတယ်လေ မျိုစို့ရရင်အသံတွေက အဲ့လိုပဲထွက်လာတာ ဟိုကသွားကြားလေးထိုး ကော်ပြီးကျွေးတဲ့အသားဖတ်လေးစား ပြီးတော့ ဂျင်းများများထည့်ပေး ဘာသာချစ်နဲ့မျိုးညစ်တို့အုပ်စုကကူဟောင်ပေး  ခွေးသူခိုးတွေမြန်မြန်သေပါစေ,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381744148530728,,2020-07-10,11:01:06,https://www.facebook.com/profile.php?id=100010857677295
FALSE,ခွေးသား,20200709_0030,376,0,မယုံပါစစ်ဗိုလ်အရူးတွေကပြည်သူကိုသနားရင်စာအုပ်အစိမ်းပြင်လေခွေးသားမင်အောင်လိုင်,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381798508525292,,2020-07-10,11:31:53,https://www.facebook.com/profile.php?id=100015796598990
FALSE,မွတ်,20200709_0030,398,0,ဦးမင်းအောင်လှိုင်စားတယ်လို့ဘယ်သူမှမပြောဘူးဟ်ုတုံးအဘတွေစားတာတော့ရှိလိမ့်မယ်အခုတပ်မတော်သန့်ရှင်းတယ်ဆိုတာလူတိုင်းလက်ခံတယ်မင်းတို့မွတ်ဒီတွေဘဲအပြစ်ပြောနေတာတပ်မတော်ဘက်ကပြည်သူအားလုံးပါတယ်မှတ်,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381824481856028,,2020-07-10,11:47:33,https://www.facebook.com/profile.php?id=100013810396196
FALSE,ငလူး,20200709_0030,448,0,ဖင်ဆယ်ခါချပြီး ကျောလေးတခါသပ်ပေးတာကို ကြည်နူးနေတယ် ငလူးမ😁😁😁,,,,,,,https://www.facebook.com/DVBTVNews/posts/3381480468557096,https://www.facebook.com/3381480468557096?comment_id=3381946798510463,,2020-07-10,12:56:50,https://www.facebook.com/profile.php?id=100007345870769
TRUE,,20200709_0032,0,0,လာ မည့် နိုဝင်ဘာလ ၈ ရက် နေ့ တွင် ကျင်းပ ပြုလုပ် မည့် ၂၀၂၀ ပြည့် နှစ် အထွေထွေရွေးကောက်ပွဲ အတွက် ပြည်ထောင်စု ကြံ့ခိုင်ရေး နှင့် ဖွံ့ဖြိုး ရေး ပါတီ ( ပြည် ခိုင် ဖြိုး ) အနေ ဖြင့် ပါတီ စတင် တည်ထောင် ခဲ့ သူများ အပါအဝင် သမ္မတ ဟောင်း ဦး သိန်း စိန် ဖြင့် မဲဆွယ် မှု များ ကို ပြုလုပ် သွား မည် ဖြစ်ကြောင်း ပါတီ ပြော ရေး ဆို ခွင့် ရှိ သူ ဦး သိန်း ထွန်း ဦး က ပြောသည် ။ https://myanmar.mmtimes.com/news/141267.html,,,,,,,https://www.facebook.com/themyanmartimes/posts/10157432249135976,,,2020-07-11,15:57:43,facebook.com/269917285975
FALSE,သူပုန်~ဘင်္ဂါလီ,20200709_0032,54,6,Zwe Myo Aye Zma  ရွံလတ်တာ အက်အဖွဲ့ကလွဲရင်ကျန်တာမဲပေးမယ် ဘင်္ဂါလီအားပေးပါတီ သူပုန်အားပေးပါတီတော့ရွံ,,,,,,,https://www.facebook.com/themyanmartimes/posts/10157432249135976,https://www.facebook.com/10157432249135976?reply_comment_id=10157434772740976,,2020-07-12,8:34:35,https://www.facebook.com/profile.php?id=100035795016357
FALSE,ထောင်ထွက်~သူခိုး,20200709_0032,69,5,သူခိုးတွေကNLDတွေမလားထောင်ထွက်တွေလေ,,,,,,,https://www.facebook.com/themyanmartimes/posts/10157432249135976,https://www.facebook.com/10157432249135976?reply_comment_id=10157434264800976,,2020-07-12,2:33:41,https://www.facebook.com/profile.php?id=100035795016357
